id,nom,categorie_code,categorie_label,sous_categorie,ville,province_code,province_label,telephone,site_web,adresse,horaires,description,urgent,couvre_province,badge_verifie,featured,lat,lng,langues,organisation_id
tr-garde-mme-frantza-sheila-merizier,Mme Frantza Sheila Merizier,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.3516,-72.55748,,
tr-garde-mme-fabina-joseph,Mme Fabina Joseph,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33505,-72.55795,,
tr-garde-milieu-familial,Services de garde en milieu familial — Trois-Rivières (1),childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35227,-72.52945,,
tr-garde-cpe-le-cerf-volant-inst-tousignant-1,CPE LE CERF-VOLANT - INST. TOUSIGNANT 1,childcare,Services de garde,CPE subventionné,Trois-Rivières,,,1-844-270-5055,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"976, rue de la Terrière, Trois-Rivières, QC G8Z 3J4",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33483,-72.52804,,
tr-garde-chez-stefanny,Chez Stefanny,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35701,-72.54591,,
tr-garde-mme-joyeuse-mukamihigo,Mme Joyeuse Mukamihigo,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33584,-72.5259,,
tr-garde-manon,Manon,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33489,-72.56132,,
tr-garde-julie-lacroix,Julie lacroix,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33983,-72.51947,,
tr-garde-milieu-familial-2,Services de garde en milieu familial — Trois-Rivières (2),childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35955,-72.5504,,
tr-garde-les-amis-de-chateaudun,Les amis de Châteaudun,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35694,-72.52658,,
tr-garde-sdg-il-etait-un-petit,SDG Il était un petit,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35357,-72.52207,,
tr-garde-marie-claude-fournier,Marie-Claude Fournier,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33922,-72.56941,,
tr-garde-au-jardin-fleurice,Au Jardin Fleurice,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.34653,-72.56986,,
tr-garde-mme-esther-joseph,Mme Esther Joseph,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.34439,-72.51577,,
tr-garde-caroline-boisvert,Caroline Boisvert,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.3244,-72.5469,,
tr-garde-claude-bellemare,claude Bellemare,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.32489,-72.55567,,
tr-garde-mme-seri-lou-boti-desiree-yapo-epse-toa,Mme Seri Lou Boti Desirée Yapo Epse Toa,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.32279,-72.54328,,
tr-garde-milieu-familial-3,Services de garde en milieu familial — Trois-Rivières (3),childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.36296,-72.55162,,
tr-garde-garderie-annick-groux,garderie annick groux,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35457,-72.56885,,
tr-garde-marie-christine-heroux,Marie-Christine Héroux,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33501,-72.51498,,
tr-garde-cpe-entre-deux-nuages,CPE ENTRE DEUX NUAGES,childcare,Services de garde,CPE subventionné,Trois-Rivières,,,819-374-0401,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"928, rue Guilbert, Trois-Rivières QC G8T 5V7",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35631,-72.56754,,
tr-garde-mme-marie-claude-thibeault,Mme Marie-Claude Thibeault,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35247,-72.51324,,
tr-garde-g-la-petite-academie,G. LA PETITE ACADÉMIE,childcare,Services de garde,Garderie non subventionné,Trois-Rivières,,,819-373-5121,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"260, rue Dessureault, Trois-Rivières QC (Complexe Promutuel Assurance)",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Garderie (non subventionné) à Trois-Rivières. Tarif : À partir de 70.00 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.34491,-72.57763,,
tr-garde-l-etoile-filante,L'étoile Filante,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.32336,-72.5663,,
tr-garde-mme-diane-guillemette,Mme Diane Guillemette,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.32574,-72.51549,,
tr-garde-manon-ouellette,Manon Ouellette,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.34653,-72.5056,,
tr-garde-vickie-dube,Vickie Dube,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35678,-72.50989,,
tr-garde-cpe-l-arbre-enchante,CPE L'ARBRE ENCHANTÉ,childcare,Services de garde,CPE subventionné,Trois-Rivières,,,1-844-270-5055,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"455, rue des Vétérans, Trois-Rivières, QC G8T 2W8",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.36321,-72.51737,,
tr-garde-g-l-oiseau-bleu,G. L'OISEAU BLEU,childcare,Services de garde,Garderie subventionné,Trois-Rivières,,,819-909-1145,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"1020, boul. Thibeau, Trois-Rivières QC G8T 7B2",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Garderie (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.32338,-72.51612,,
tr-garde-chez-annie,Chez Annie,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.36964,-72.55424,,
tr-garde-le-petit-voyage,Le petit voyage,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.3704,-72.55146,,
tr-garde-cpe-jean-noel-lapin-inst-dessureault,CPE JEAN-NOËL LAPIN - INST. DESSUREAULT,childcare,Services de garde,CPE subventionné,Trois-Rivières,,,819-372-9640,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"70, rue Dessureault, Trois-Rivières QC G8T 2L1",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35735,-72.5084,,
tr-garde-linda-daneau,Linda Daneau,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.31803,-72.52583,,
tr-garde-ma-petite-ecole-du-monde,Ma petite école du monde,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.32711,-72.51022,,
tr-garde-mme-jenny-marcela-rodriguez-arevalo,Mme Jenny Marcela Rodriguez Arevalo,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.32931,-72.57836,,
tr-garde-chez-titi,Chez Titi,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.31483,-72.5409,,
tr-garde-garderie-de-la-gloire,Garderie de la gloire,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.34096,-72.50203,,
tr-garde-mme-laure-mukashyaka,Mme Laure Mukashyaka,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.336,-72.58369,,
tr-garde-mme-paola-andrea-santamaria-rodriguez,Mme Paola Andrea Santamaria Rodriguez,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33377,-72.58272,,
tr-garde-les-petits-loups,les petits loups,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.31552,-72.55554,,
tr-garde-karine-clement,Karine Clément,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.31505,-72.55553,,
tr-garde-winnie-garderie,Winnie garderie,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35542,-72.58209,,
tr-garde-service-de-garde-julie-beaulieu,Service de garde Julie beaulieu,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.33078,-72.50445,,
tr-garde-sherly,SHERLY,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.31553,-72.52766,,
tr-garde-frederique-bergeron,Frédérique bergeron,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.36636,-72.5161,,
tr-garde-andreanne-cantin,Andréanne Cantin,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35619,-72.50368,,
tr-garde-cpe-jean-noel-lapin-inst-ste-marthe,CPE JEAN-NOËL LAPIN - INST. STE-MARTHE,childcare,Services de garde,CPE subventionné,Trois-Rivières,,,819-372-9640,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"700, rue du Marthelinois, Trois-Rivières QC G8V 2W9",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.3736,-72.54801,,
tr-garde-le-monde-des-souris,Le monde des souris,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.36463,-72.51052,,
tr-garde-francoise-beliveau,Françoise Béliveau,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.31636,-72.56626,,
tr-garde-mme-maryse-plourde,Mme Maryse Plourde,childcare,Services de garde,Milieu familial subventionné,Trois-Rivières,,,819-694-6662,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,"500, rue des Forges, Trois-Rivières QC G9A 2H5",Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,,,,,46.35361,-72.58664,,
